shop_id,name,website,myshopify_domain,categories,commission,cookie,payout_rate,payout_period,approval_rate,offer_score,recommend_score,avg_order_value,application_review,offer_status,program_id,mkp_listing_id,apply_url,hashtags,shop_plan
96978,A Beautiful Fix,https://www.abeautifulfix.com,a-beautiful-fix.myshopify.com,"Fashion, Home & Tools, Others",10% per order,30,0%,,33.33%,0.77,0.86,0,manual,2,110526,23009,https://af.uppromote.com/a-beautiful-fix/register,"[""""]",Free
104581,A Class Luxury Hair,https://www.achairextensions.com,a-class-luxury-hair.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",10% per order,30,7.02%,,60%,1.42,2.02,410.1,manual,2,118776,24643,https://af.uppromote.com/a-class-luxury-hair/register,"[""#hairextensions""]",Free
152472,A GOOD DRAGON STUDIO,https://agooddragon.myshopify.com,agooddragon.myshopify.com,Art,10% per order,30,No data yet,,7.14%,0.7,,0,manual,2,173234,30478,https://af.uppromote.com/agooddragon/register,"[""""]",Free
201535,A Good Night Sleep,https://agoodnightsleep.com.au,greatnightsleep.myshopify.com,"Beauty & Health, Home & Tools",12%-15% per order,30,No data yet,,82.35%,1.15,1.59,68.06,manual,2,230936,35110,https://af.uppromote.com/greatnightsleep/register,"[""""]",Free
57234,A Lot Like Me,https://brittany-schultz.myshopify.com,brittany-schultz.myshopify.com,"Fashion, Jewelry & Accessories, Beauty & Health",20% per order,30,No data yet,,50%,,,,manual,2,64288,15645,https://af.uppromote.com/brittany-schultz/register,[],Free
168586,A Mighty Mum,https://www.amightymum.com,nursing-capes.myshopify.com,"Fashion, Mom & Kids",10% per order,30,100%,,100%,1.2,1.33,79.55,manual,2,191750,32360,https://af.uppromote.com/amightymum/register,"[""""]",Free
265433,A Pierce of Life,https://apierceoflife.com,hcec0u-xy.myshopify.com,Apparel & Accessories,20% per order,15,86.96%,Commissions are calculated at end of each month and paid via bank transfer,92.86%,,,87.92,manual,2,313422,39280,https://af.uppromote.com/apol/register,"[""""]",growth_affiliate
49075,A Quality Life Nutrition,https://aqualitylifenutrition.com,a-quality-life-nutrition.myshopify.com,Beauty & Health,20% per order,30,No data yet,Commissions are reviewed and paid on the 15th of each month via PayPal.,36%,0.92,1.21,30.8,manual,2,54741,13733,https://af.uppromote.com/a-quality-life-nutrition/register,"[""#supplements"", ""#wellness"", ""#healthylifestyle"", ""#naturalhealth"", ""#ashwagandha"", ""#collagen"", ""#fitness""]",Free
41215,A Well Run Life,https://awellrunlifegear.com,a-well-run-life.myshopify.com,"Jewelry & Accessories, Art, Mom & Kids",20% per order,30,100%,,32.08%,1.1,1.42,15.9,manual,2,45519,7465,https://af.uppromote.com/a-well-run-life/register,[],Free
165694,A Year of Us,https://ayearofus.com,abcec9-28.myshopify.com,"Gaming, Others",15% per order,30,50%,,32%,1.05,1.2,48.08,manual,2,188450,32026,https://af.uppromote.com/ayearofus/register,"[""#love"", ""#relationship"", ""#couple"", ""#valentines"", ""#gift"", ""#dateidea"", ""#giftidea"", ""#boyfriend"", ""#girlfriend"", ""#christmas""]",Free
172855,A'DOUR,https://adourthelabel.com,adourthelabel.myshopify.com,Jewelry & Accessories,10% per order,30,No data yet,,66.67%,0.87,0.97,0,manual,2,196677,32879,https://af.uppromote.com/adourthelabel/register,"[""""]",Free
96068,A-Champs Interactive Training Solutions S.L.,https://a-champs.com,achamps.myshopify.com,Sports & Entertainment,10% per order,14,33.33%,Quarterly,92.95%,2.22,2.53,862.33,auto,2,109551,22848,https://af.uppromote.com/a-champs/register,"[""""]",growth_affiliate
231039,A-Class Fitness,https://aclassfitness.com,258983-4.myshopify.com,"Beauty & Health, Business & Professional services, Wellness & Lifestyle",15% per order,90,No data yet,"Payouts are processed once per month, between the 1st and 5th.
All approved commissions from the previous month are sent during this window.
Payments are issued manually via PayPal or Wise based on the payout method you provide in your affiliate account.",25%,1.02,1.35,0,manual,2,268885,37096,https://affiliates.aclassfitness.com/258983-4/register,"[""#fitness"", ""#gym"", ""#health"", ""#wellness"", ""#coaching"", ""#training"", ""#personaltraining"", ""#fitnesscoaching"", ""#onlinepersonaltraining"", ""#dietitian"", ""#nutrition""]",Professional
114646,A. M. HORN,https://deerantlercrafts.com,am-horns.myshopify.com,Jewelry & Accessories,10% per order,30,No data yet,,23.53%,0.75,0.82,0,manual,2,129909,26887,https://af.uppromote.com/am-horns/register,"[""""]",Free
36049,A/O Bicycle Company,https://aowomensbicycles.com,a-o-bicycle-company.myshopify.com,"Fashion, Beauty & Health, Garden & Outdoors",5% per order,15,100%,,92.31%,1.02,1.22,0,auto,2,39452,5888,https://af.uppromote.com/a-o-bicycle-company/register,[],Free
8752,AAA,https://www.audioarchitect.co,audio-architect-apparel.myshopify.com,"Fashion, Sports & Entertainment",5% per order,30,0%,,33.93%,0.97,0.97,20.05,manual,2,13032,576,https://af.uppromote.com/audio-architect-apparel/register,[],Free
59633,AAA Toys and Collectibles,https://aaatoysandcollectibles.com,aaa-toys-and-collectibles.myshopify.com,Toys & Hobbies,5% per order,30,No data yet,,25%,1.55,1.55,24.8,manual,2,67212,13381,https://af.uppromote.com/aaa-toys-and-collectibles/register,[],Free
60418,AACarPlay,https://aacarplay.com,aacarplay.myshopify.com,"Automobiles & Motorcycles, Electronics",10% per order,30,0%,,89.61%,1.32,1.58,0,auto,2,68115,13671,https://af.uppromote.com/aacarplay/register,[],Free
193434,AAFA,https://aafaindia.in,u0yauy-bp.myshopify.com,"Books, Others",10% per order,30,No data yet,,0%,0.67,,,manual,2,220294,34485,https://af.uppromote.com/u0yauy-bp/register,"[""#fitness"", ""#certification"", ""#fitnessacademy"", ""#bodybuilding""]",Free
84138,AAH.co,https://ti.co,kxx-com.myshopify.com,Grocery & Food,20% per order,30,No data yet,,31.25%,0.72,0.79,0,manual,2,96306,27139,https://af.uppromote.com/tico/register,"[""#tico"", ""#premiumcoffee"", ""#premiumtea""]",Free
162924,AAWipes,https://www.aawipes.com,awaycorona.myshopify.com,"Electronics, Automobiles & Motorcycles, Garden & Outdoors",10% per order,360,No data yet,,13.33%,1.49,2.16,585.5,manual,2,185308,33750,https://af.uppromote.com/awaycorona/register,"[""#cleanroom"", ""#CleanroomSupplies"", ""#Cleanliness"", ""#IndustrialCleaning"", ""#SanitaryProducts"", ""#WholesaleCleaning"", ""#CleaningSolutions"", ""#AerospaceCleaning"", ""#MedicalCleaning"", ""#FoodIndustry"", ""#ManufacturingCleaning""]",Free
24128,ABD Naturals,https://abdnaturals.com,abdnaturals.myshopify.com,Beauty & Health,15% per order,30,No data yet,,37.04%,1.12,1.41,86.64,manual,2,25747,2590,https://af.uppromote.com/abdnaturals/register,[],Free
203399,ABFX Trading,https://abfxtrading.com,8ppgun-a1.myshopify.com,"Books, Others",10% per order,30,No data yet,,9.09%,0.7,,,manual,2,233435,35262,https://af.uppromote.com/abfxtrading/register,"[""""]",Free
9723,ABLOOM Slow Skincare,https://abloomskincare.com?utm=secomappaffilate,abloomskin.myshopify.com,Beauty & Health,15% per order,180,45.51%,Quarterly on the 1st,79.61%,2.76,3.62,121.14,manual,2,10445,939,https://af.uppromote.com/abloom/register,"[""""]",Professional
245359,ABOUDA'S STORE,https://aboudajstore.myshopify.com,u01wse-ni.myshopify.com,Uncategorized,10% per order,30,No data yet,"Affiliates are paid monthly, on the 1st of each month, for all approved commissions from the previous month.",0%,1.05,1.16,53.1,manual,2,286695,37419,https://af.uppromote.com/u01wse-ni/register,"[""""]",growth_affiliate
57535,ABunnyInABasket.com,https://abunnyinabasket.com,abunnyinabasket-com.myshopify.com,"Books, Mom & Kids, Toys & Hobbies",15% per order,30,0%,,100%,1,1.24,0,auto,2,64646,12632,https://af.uppromote.com/abunnyinabasket/register,[],Free
6990,ACAE,https://www.acae.life/,rastacouture.myshopify.com,"Fashion, Sports & Entertainment, Art",12% per order,30,No data yet,,11.11%,0.7,0.91,0,manual,2,7724,31074,https://af.uppromote.com/acae/register,"[""#StreetwearStyle"", ""#GraphicTees"", ""#UrbanFashion"", ""#StreetStyle"", ""#FashionForward"", ""#EdgyApparel"", ""#TrendyTees"", ""#StreetwearCulture"", ""#BoldDesigns"", ""#StreetChic"", ""#StreetwearVibes"", ""#HipHopFashion"", ""#FashionStreet"", ""#UrbanTees"", ""#ArtisticApparel"", ""#StreetwearBrand"", ""#StreetwearCommunity"", ""#StreetFashion"", ""#RaidersInspired"", ""#NFLFashion"", ""#LasVegasRaiders"", ""#RaidersStreetwear"", ""#SilverAndBlack"", ""#RaiderNation"", ""#FootballFashion"", ""#RaidersStyle"", ""#NFLStreetwear"", ""#RaidersVibes"", ""#GridironGear"", ""#TeamSpiritStyle"", ""#RaiderPride"", ""#LasVegasVibes"", ""#RaidersFanFashion"", ""#StreetwearRaiders"", ""#NFLMerch"", ""#RaiderWear"", ""#LasVegasChic"", ""#SportyStreetStyle"", ""#Hypebeast"", ""#HypeStreetwear"", ""#HypeFashion"", ""#HypebeastStyle"", ""#TrendsettingTees"", ""#LimitedEdition"", ""#StreetwearDrops"", ""#FashionHype"", ""#SneakerheadStyle"", ""#ExclusiveTees"", ""#HypeGraphics"", ""#NextLevelFashion"", ""#HypeFit"", ""#StreetwearAddict"", ""#FashionGrails""]",Free
74666,ACEFAST,https://www.acefastmall.com/,acefastmall.myshopify.com,"Fashion, Electronics, Phone & Telecommunication",10% per order,30,58.79%,,84.44%,1.2,,0,manual,2,85541,18363,https://af.uppromote.com/acefastmall/register,[],Free
170204,ACENSIONRISE,https://2c66a9-a1.myshopify.com,2c66a9-a1.myshopify.com,Books,50% per order,30,0.43%,,86.53%,2.26,2.58,16.3,manual,2,193626,32538,https://af.uppromote.com/2c66a9-a1/register,"[""""]",Free
176451,ACM Investments,https://acminvestments.org,dda2ec-b5.myshopify.com,"Software & Digital products, Others",50% per order,30,0%,,46.15%,1.05,,,manual,2,200993,33281,https://af.uppromote.com/dda2ec-b5/register,"[""""]",Free
152206,ACNEA,https://acnea.co,3f6bce-2.myshopify.com,Beauty & Health,30% per order,30,No data yet,,38.46%,0.8,1.04,0,manual,2,172925,35089,https://af.uppromote.com/3f6bce-2/register,"[""""]",Free
51337,ACTA,https://www.drinkacta.com/products/acta-matcha,myacta2.myshopify.com,Grocery & Food,10% per order,30,0%,,8.7%,0.77,0.77,0,manual,2,57367,10622,https://af.uppromote.com/myacta2/register,[],Free
165856,ACTUP,https://emdy.shop,7afda5-5f.myshopify.com,Fashion,5% per order,30,No data yet,,33.33%,0.72,,,manual,2,188638,32157,https://af.uppromote.com/7afda5-5f/register,"[""""]",Free
147912,ADAH LAZORGAN USA,https://adahlazorgan.com,a480fd.myshopify.com,Beauty & Health,8% per order,30,0%,,40.74%,0.8,1.04,53.2,manual,2,169711,30214,https://af.uppromote.com/adahusa/register,"[""#makeup"", ""#beauty"", ""#skincare"", ""#cosmetics""]",Free
62904,ADASISAN,https://adasisan.net,adasisanweiboo.myshopify.com,"Home & Tools, Electronics",10% per order,30,No data yet,,40%,0.82,0.82,0,manual,2,71213,14573,https://af.uppromote.com/adasisan/register,[],Free
1258,ADOM,https://genewus.com,spiffy-fashion-boutique.myshopify.com,Fashion,10% per order,30,85.71%,,70.44%,0.87,0.87,0,manual,2,1461,360,https://af.uppromote.com/spiffy-fashion-boutique/register,[],Free Plan
85291,ADVANCED Sealers and Cleaners,https://store.2getadvanced.com,advanced-sealers-and-cleaners.myshopify.com,"Home & Tools, Others",20% per order,30,No data yet,,36.36%,0.75,0.75,39.9,manual,2,97613,20622,https://af.uppromote.com/advanced-sealers-and-cleaners/register,[],Free
80711,AE Market,https://aemarket.co.uk,aexpressllp.myshopify.com,"Garden & Outdoors, Others",20% per order,30,0%,,9.43%,1.8199999999999998,1.82,28.93,manual,2,92494,19535,https://af.uppromote.com/nasjam/register,[],Free
221103,AECOJOY,https://aecojoy.store,yq81xh-pp.myshopify.com,"Home & Tools, Garden & Outdoors, Pet supplies",5% per order,30,98.86%,Every Thursday one month after order delivered,98.94%,,4.07,462,auto,1,257392,39761,https://af.uppromote.com/yq81xh-pp/register,"[""#outdoorliving"", ""#garden"", ""#patio""]",Professional
252671,AEIR THERAPEUTICS ,https://aeirtherapy.com,hwijnv-q4.myshopify.com,"Health & Beauty, Sporting Goods",5% per order,30,0%,Payments will be distributed on the last day of each month.,14.29%,2,2.98,633.4,manual,2,295710,38041,https://af.uppromote.com/aeir/register,"[""#aeirtherapy"", ""#co2"", ""#co2therapy""]",Professional
64174,AET TACTICAL,https://www.lqarmy.com,armycamotactical.myshopify.com,Sports & Entertainment,20% per order,30,No data yet,,9.52%,1.07,1.2,46,manual,2,72749,30614,https://af.uppromote.com/armycamotactical/register,"[""""]",Free
251604,AETHELSOHN,https://aethelsohnwatch.com,trevjw-uj.myshopify.com,Apparel & Accessories,5% per order,20,60.19%,Affiliates will receive their earnings on the 1st of each month for the previous month's sales.,96.95%,2.86,5.63,185.4,manual,2,294353,37948,https://af.uppromote.com/trevjw-uj/register,"[""#watch"", ""#aethelsohn"", ""#200usd"", ""#aethelsohnwatch""]",growth_affiliate
53069,AFC Solano,https://www.afcsolano.shop,norcal-united-fc.myshopify.com,Sports & Entertainment,20% per order,30,0%,,55.56%,0.85,,0,manual,2,59341,11144,https://af.uppromote.com/AFC-Solano/register,[],Free
46244,AFIT SUPPLEMENTS,https://afitsupplement.com,afitmerch.myshopify.com,"Beauty & Health, Sports & Entertainment",20% per order,30,No data yet,,54.84%,0.82,0.98,0,manual,2,51440,9068,https://af.uppromote.com/afitmerch/register,[],Free
37977,AFM Smoke,https://smokeafm.com,afm-smoke.myshopify.com,"Art, Others",8% per order,30,23.41%,,87.87%,1.9100000000000001,2.29,67.7,manual,2,41689,6471,https://af.uppromote.com/afm-smoke/register,[],Free
11496,AFRAKARI,https://afrakari.myshopify.com,afrakari.myshopify.com,Beauty & Health,15% per order,45,No data yet,,3.85%,0.75,0.9,0,manual,2,12392,519,https://af.uppromote.com/afrakari/register,[],Free
287,AFRICAN FASHION COLLABO,https://africanfashioncollabo.com,african-fashion-collabo.myshopify.com,Fashion,10% per order,30,No data yet,,100%,1.2,1.34,0,auto,2,346,32670,https://af.uppromote.com/african-fashion-collabo/register,"[""""]",Free
80638,AFS,https://afsstyle.com,afsmirrors.myshopify.com,"Fashion, Beauty & Health, Home & Tools",20%-5% per order,30,No data yet,,11.54%,0.7,,,manual,2,92575,21806,https://af.uppromote.com/AFS/register,"[""#furniture"", "" #Home"", ""#HomeDecor"", ""#influencer"", ""#Brand"", ""#business"", ""#Fashion""]",Free
158928,AFYX®,https://www.afyxdress.com,afyxdress.myshopify.com,Fashion,10% per order,30,100%,,13.33%,0.67,0.85,107,manual,2,180773,31257,https://af.uppromote.com/afyxdress/register,"[""""]",Free
273186,AFewVibe,https://afewvibe.com/,0mpnhi-cw.myshopify.com,Apparel & Accessories,12%-20% per order,30,25%,"Payout period: Monthly
Rule: Pay on a fixed day each month (the 1st of each month)
Safety buffer: Only pay commissions for orders that are at least 30 days old (so returns are already handled)",100%,,,148.8,auto,2,323211,39812,https://af.uppromote.com/0mpnhi-cw/register,"[""#afewvibestyle"", ""#afvclothes""]",Professional
154667,AGM MASTECH,https://agmmastech.com,77623f-36.myshopify.com,Toys & Hobbies,12% per order,30,98.49%,Payment dates: the 15th and 30th of each month.,98.1%,3.19,4.02,60.2,auto,2,175883,30735,https://af.uppromote.com/77623f-36/register,"[""#toysgun"", ""#toy"", ""#NERF"", ""#toyguns""]",Free
260420,AGOBI,https://agobi-2.myshopify.com,8fsu5p-sc.myshopify.com,Health & Beauty,30% per order,30,No data yet,15 days,100%,,,29.4,manual,2,327070,40114,https://af.uppromote.com/8fsu5p-sc/register,"[""#agobi"", ""#agobisupplement"", ""#supplement"", ""#energy""]",Professional
269726,AIDD Jewelry,https://hkaidd.com,rxst0f-6m.myshopify.com,Apparel & Accessories,20% per order,30,No data yet,Commission paid within 30 days after completed order. Orders must pass refund and fraud review before payout.,0%,,,29.4,manual,2,318905,39551,https://af.uppromote.com/aiddcreator/register,"[""#titaniumjewelry"", ""#bodyjewelry"", ""#flatbackearrings"", ""#sensitiveskin"", ""#earstack"", ""#piercingjewelry"", ""#bellybuttonring"", ""#nosestud"", ""#hypoallergenic"", ""#aiddjewelry""]",growth_affiliate
98525,AIKE Direct Store,https://aike.com,aikedirectshop.myshopify.com,"Jewelry & Accessories, Home & Tools, Garden & Outdoors",7%-10% per order,30,93.02%,,96.61%,2.49,3.39,336.8,manual,2,112176,24487,https://af.uppromote.com/aikedirectshop/register,"[""#homeandgarden"", ""#electrichanddryer"", ""#touchlesssoapdispenser""]",Free
60873,AIKELEV,https://aikelev.com,aikelev.myshopify.com,"Fashion, Pet supplies, Toys & Hobbies",10% per order,30,100%,,19.44%,0.77,0.85,0,manual,2,68666,13831,https://af.uppromote.com/aikelev/register,[],Free
63983,AJ's Collection,https://ajscollection.com,ajscollection1.myshopify.com,Jewelry & Accessories,15% per order,30,No data yet,,34.48%,1.25,1.25,32.4,manual,2,72483,14886,https://af.uppromote.com/ajscollection/register,[],Free
243604,AJEREANEAU,https://ajereaneau.myshopify.com,y5v1h8-de.myshopify.com,"Animals & Pet Supplies, Apparel & Accessories, Furniture",11% per order,30,No data yet,instant-42 hours,0%,1,,0,manual,2,284557,37304,https://af.uppromote.com/y5v1h8-de/register,"[""""]",Professional
238741,AJOLIVA,https://ajoliva.com,makpqv-vs.myshopify.com,"Grocery & Food, Retail & Consumer goods, Wellness & Lifestyle",15% per order,30,No data yet,Payouts are issued on the 1st of each month for commissions earned in the previous month.,16.67%,1.05,1.16,0,manual,2,278511,37158,https://af.uppromote.com/makpqv-vs/register,"[""#homecook"", ""#easyrecipes"", ""#familydinner"", ""#cookingforfamily"", ""#garliclover"", ""#cookingathome"", ""#foodcreator"", ""#recipevideo"", ""#oliveoil"", ""#cookingtips"", ""#smallbatchbrand"", ""#homechef"", ""#texasfoodie"", ""#foodtiktok"", ""#infusedoliveoil""]",growth_affiliate
62551,AKSOUL,https://aksoul.com,aksoul.myshopify.com,"Sports & Entertainment, Garden & Outdoors",15% per order,30,0%,,93.41%,1.5699999999999998,1.57,0,auto,2,70781,14438,https://af.uppromote.com/aksoul/register,[],Free
219709,ALCHEMY WORLD,https://www.alchemyworld.store,871242-2.myshopify.com,"Fashion, Wellness & Lifestyle",10%-15% per order,30,0%,we pay out on the last day of every month,55.56%,1.5,1.83,46,manual,2,254315,38751,https://af.uppromote.com/871242-2/register,"[""#alchemyworld""]",growth_affiliate
258039,ALFIE'S EMPIRE,https://alfiesempireplt.myshopify.com,fpvhku-sq.myshopify.com,Health & Beauty,10% per order,30,No data yet,AS PER SALE INSTANT.,No data yet,0.75,0.94,0,auto,2,302568,38521,https://af.uppromote.com/fpvhku-sq/register,"[""""]",growth_affiliate
252034,ALICEELMER,https://www.aliceelmer.com,1bj028-p1.myshopify.com,Apparel & Accessories,15% per order,30,No data yet,1st of each month,58.33%,1.32,1.58,0,manual,2,294851,37980,https://af.uppromote.com/aliceelmer/register,"[""#fashion"", ""#wedding""]",Professional
246356,ALSANCIA,https://alsancia.com,alsancia.myshopify.com,Health & Beauty,€10.00 per order,30,100%,"Les commissions sont regroupées et versées automatiquement tous les 7 jours, par PayPal, virement bancaire ou carte cadeau, avec un suivi complet dans le dashboard affilié.",100%,3.1,4.77,65.35,auto,2,287851,37810,https://af.uppromote.com/alsancia/register,"[""#affiliationfrance"", ""#haircarenaturel"", ""#chutedecheveux"", ""#repoussecapillaire"", ""#barbierfrance"", ""#routinecapillaire"", ""#microinfluenceur"", ""#ugcfrance"", ""#bienetrenaturel"", ""#gagnerenligne""]",Professional
